t,u,y
3.702,48.814398,53.60266
3.704,45.595051,52.349826
3.706,42.554572,52.994248
3.708,42.1222,55.399966
3.71,40.038019,52.712789
3.712,37.248477,51.975716
3.714,35.902222,52.491295
3.716,33.686583,53.102531
3.718,32.029025,51.957766
3.72,27.753101,50.995808
3.722,23.63268,51.369942
3.724,23.02159,50.168148
3.726,22.647186,50.443486
3.728,18.024741,49.728338
3.73,14.829147,49.323089
3.732,13.223786,48.431811
3.734,10.458527,48.350363
3.736,9.0012272,47.147272
3.738,3.8565371,46.537768
3.74,0.92470033,45.641543
3.742,0.29427,44.796148
3.744,-4.5116244,44.478949
3.746,-5.5642946,43.388695
3.748,-6.7165244,42.5948
3.75,-8.5710872,40.742124
3.752,-12.104113,40.784124
3.754,-16.710141,40.900812
3.756,-17.859688,40.458422
3.758,-20.254488,37.627451
3.76,-22.666564,38.934968
3.762,-24.135001,37.401368
3.764,-25.565403,36.953845
3.766,-29.419863,35.8119
3.768,-31.867845,34.329183
3.77,-34.311936,33.250627
3.772,-36.698009,32.081319
3.774,-37.578172,29.991015
3.776,-42.186862,28.705047
3.778,-43.521633,29.550095
3.78,-46.987769,25.937314
3.782,-47.989983,25.793334
3.784,-50.089658,24.402429
3.786,-53.315613,21.890909
3.788,-53.085127,22.575189
3.79,-57.610506,20.945244
3.792,-58.765467,18.895034
3.794,-61.847832,18.857461
3.796,-64.827926,16.343293
3.798,-64.697185,14.54323
3.8,-65.647057,14.424549
3.802,-68.0178,12.326642
3.804,-70.756751,11.757673
3.806,-71.144534,10.774773
3.808,-73.155764,9.3960877
3.81,-75.930296,9.3540251
3.812,-75.642571,7.7635686
3.814,-79.296297,5.7385532
3.816,-80.653152,5.6867459
3.818,-82.968889,4.0396869
3.82,-82.55029,3.9368692
3.822,-83.202137,-0.64070315
3.824,-83.378675,-1.4980482
3.826,-88.279107,-1.6996718
3.828,-86.686016,-3.537902
3.83,-89.079095,-6.6188175
3.832,-91.897528,-7.3378213
3.834,-92.186814,-9.7940029
3.836,-90.990691,-9.1312762
3.838,-91.971051,-10.644617
3.84,-94.484024,-13.467628
3.842,-94.986257,-14.990831
3.844,-95.38565,-14.356124
3.846,-98.396574,-18.225503
3.848,-98.263933,-15.368008
3.85,-98.247556,-19.091657
3.852,-97.693632,-18.564752
3.854,-100.46794,-20.638409
3.856,-97.649003,-22.519804
3.858,-99.512681,-24.98066
3.86,-98.863892,-24.555974
3.862,-100.94245,-26.956195
3.864,-98.752711,-26.635822
3.866,-99.477184,-29.023552
3.868,-98.782447,-29.087565
3.87,-99.503019,-31.204461
3.872,-98.98742,-33.372398
3.874,-101.16303,-33.014906
3.876,-96.918409,-33.48106
3.878,-98.931462,-34.712677
3.88,-98.469759,-36.315433
3.882,-98.245667,-37.691009
3.884,-98.698383,-37.229225
3.886,-95.064995,-38.507377
3.888,-97.715764,-40.106971
3.89,-96.896568,-41.786192
3.892,-94.273751,-42.865046
3.894,-96.106357,-41.711985
3.896,-93.683256,-42.049917
3.898,-94.364922,-43.340586
3.9,-91.883403,-43.870992
3.902,-91.549287,-46.90883
3.904,-89.67499,-44.322615
3.906,-87.813783,-46.274788
3.908,-88.021671,-48.10274
3.91,-87.672841,-49.103314
3.912,-85.543084,-47.677356
3.914,-81.006312,-50.177903
3.916,-81.68358,-49.462463
3.918,-81.777487,-50.603998
3.92,-78.403487,-51.775444
3.922,-77.179574,-50.453352
3.924,-75.919032,-52.369811
3.926,-74.442355,-52.579496
3.928,-72.44519,-51.386724
3.93,-68.978085,-50.620993
3.932,-68.639172,-53.144459
3.934,-65.276385,-54.530798
3.936,-64.865366,-53.479793
3.938,-63.406962,-51.618393
3.94,-62.337275,-53.464158
3.942,-58.914775,-52.782806
3.944,-57.457235,-52.899883
3.946,-51.597657,-53.116164
3.948,-53.498114,-55.454186
3.95,-49.373104,-54.544887
3.952,-48.345142,-54.624873
3.954,-46.49267,-54.507363
3.956,-45.507232,-53.205919
3.958,-41.843053,-53.427733
3.96,-39.319217,-51.077795
3.962,-35.896705,-53.464198
3.964,-32.865216,-50.974127
3.966,-31.266933,-52.478683
3.968,-30.022508,-53.332071
3.97,-28.317896,-50.169441
3.972,-23.8907,-50.153423
3.974,-23.922299,-50.265183
3.976,-20.8779,-50.350509
3.978,-18.87371,-50.132001
3.98,-14.971886,-50.243818
3.982,-12.521446,-48.23756
3.984,-8.56528,-47.613691
3.986,-7.0944841,-48.319927
3.988,-5.465509,-46.138254
3.99,-2.5072967,-47.501202
3.992,-0.929544,-45.726504
3.994,1.8567974,-46.624764
3.996,3.9878405,-42.831758
3.998,6.5970932,-43.08052
4,10.190679,-43.279074
4.002,12.174385,-40.303314
4.004,15.239471,-40.596807
4.006,17.265671,-41.761099
4.008,21.090649,-38.993546
4.01,21.306105,-38.082474
4.012,23.487429,-36.396706
4.014,26.317099,-36.768027
4.016,30.697491,-35.646633
4.018,31.766527,-34.243788
4.02,36.162585,-31.907551
4.022,36.893572,-31.278923
4.024,36.85705,-31.170268
4.026,41.084703,-30.677145
4.028,42.977289,-26.586969
4.03,46.786293,-28.131947
4.032,47.585674,-27.140211
4.034,51.818431,-22.90695
4.036,53.950379,-25.304552
4.038,54.333466,-21.126737
4.04,58.868957,-19.573348
4.042,60.76785,-19.167827
4.044,60.784474,-18.867216
4.046,62.123526,-17.9844
4.048,63.947197,-15.035531
4.05,65.081581,-14.012993
4.052,67.343952,-13.095804
4.054,69.542219,-11.307016
4.056,72.071179,-8.6959594
4.058,73.056441,-8.9423978
4.06,74.967849,-8.1441761
4.062,77.138205,-7.4911517
4.064,78.661628,-4.9833485
4.066,80.981452,-4.7370617
4.068,81.595637,-2.8513114
4.07,82.602951,-2.3920763
4.072,83.774995,-0.68392388
4.074,85.292529,0.99659857
4.076,88.205734,3.9308544
4.078,86.585571,4.7780957
4.08,91.508257,5.0239414
4.082,92.667193,7.5702875
4.084,91.370494,7.4341849
4.086,92.012838,9.1179336
4.088,92.404793,10.336457
4.09,93.833377,11.35356
4.092,93.982184,12.186131
4.094,95.458266,15.924059
4.096,95.038769,15.911629
4.098,97.208237,16.487616
4.1,99.209765,16.039233
4.102,98.894517,20.200812
4.104,100.58878,20.433346
4.106,97.983266,21.253164
4.108,98.482131,23.398794
4.11,97.961681,24.511143
4.112,100.50943,26.905369
4.114,101.25872,26.119003
4.116,100.68022,29.030591
4.118,99.274625,29.763332
4.12,100.87801,31.596402
4.122,100.31037,30.935732
4.124,97.719501,32.646557
4.126,99.560244,32.670614
4.128,98.138665,34.896712
4.13,100.90038,35.245519
4.132,95.95962,36.093461
4.134,97.954378,34.918145
4.136,97.507505,39.695273
4.138,97.918827,41.005063
4.14,95.424972,41.229701
4.142,96.894005,40.981287
4.144,96.417135,41.854922
4.146,93.840345,42.318458
4.148,94.477117,44.887346
4.15,93.851887,43.448469
4.152,92.29555,45.99673
4.154,89.278172,45.94747
4.156,89.203187,47.511327
4.158,86.87139,47.747492
4.16,86.878601,46.978869
4.162,84.259057,47.403874
4.164,82.714575,47.835338
4.166,81.564157,48.348963
4.168,79.602566,50.553534
4.17,78.370735,51.374932
4.172,75.337362,51.368796
4.174,74.665602,53.350617
4.176,74.313756,50.854469
4.178,71.538542,52.065324
4.18,71.194593,51.496482
4.182,68.751334,51.906933
4.184,66.738011,52.756954
4.186,65.3371,54.779061
4.188,64.191875,52.338951
4.19,61.742027,53.825379
4.192,59.839215,54.30972
4.194,56.435208,55.243574
4.196,55.874206,54.140256
4.198,52.301866,53.247378
4.2,48.04563,53.327939
4.202,47.192284,52.115112
4.204,45.671626,53.201601
4.206,43.498774,53.084983
4.208,41.774322,52.118673
4.21,37.748334,53.049075
4.212,36.992673,53.590725
4.214,35.353623,52.718916
4.216,29.858348,54.043931
4.218,30.097534,49.946304
4.22,26.237622,50.261313
4.222,23.516355,51.384768
4.224,23.903867,49.446438
4.226,20.646645,50.45995
4.228,15.819501,48.753403
4.23,16.044307,47.641836
4.232,13.57822,48.77116
4.234,9.5490009,48.28052
4.236,6.2884671,49.8461
4.238,5.2456019,47.956862
4.24,2.410444,45.076745
4.242,-0.46679071,45.945385
4.244,0.0011527693,43.92401
4.246,-4.1691513,41.923428
4.248,-8.6325504,41.431288
4.25,-10.567997,44.149538
4.252,-12.843481,43.240785
4.254,-14.56783,40.53096
4.256,-16.339519,39.895697
4.258,-21.186399,38.631303
4.26,-22.825326,35.069191
4.262,-24.317951,36.666489
4.264,-27.316767,35.311184
4.266,-29.093742,34.57946
4.268,-31.599943,33.4996
4.27,-35.667564,32.659313
4.272,-36.883622,33.664664
4.274,-39.360156,31.63664
4.276,-40.647018,29.501014
4.278,-40.94055,27.186623
4.28,-45.619104,28.011867
4.282,-49.58858,26.609774
4.284,-48.54742,23.548944
4.286,-52.568729,24.897407
4.288,-54.404235,22.398172
4.29,-56.737883,20.83063
4.292,-59.331443,19.115497
4.294,-62.094989,17.541443
4.296,-63.150907,19.544677
4.298,-64.615521,15.947427
4.3,-68.297497,16.48126
4.302,-67.740581,13.258045
4.304,-69.801012,11.88629
4.306,-71.96386,10.015643
4.308,-75.348453,9.9311675
4.31,-73.712781,6.9021762
4.312,-76.842053,7.9523767
4.314,-79.557727,5.4844488
4.316,-79.38312,4.5906275
4.318,-82.082572,1.6739806
4.32,-83.233625,1.3439433
4.322,-84.472271,0.2175022
4.324,-86.39196,-1.381615
4.326,-86.808469,-2.8660062
4.328,-88.401615,-3.7844729
4.33,-88.9505,-5.8912066
4.332,-90.712394,-6.5356706
4.334,-92.582767,-9.7952478
4.336,-90.568983,-9.5904413
4.338,-95.017739,-10.221888
4.34,-92.145032,-10.941885
4.342,-96.008947,-12.286745
4.344,-96.0742,-14.992898
4.346,-96.216976,-15.844087
4.348,-95.813844,-19.26385
4.35,-98.862261,-19.122942
4.352,-98.493014,-18.685207
4.354,-99.526846,-23.04332
4.356,-99.029881,-20.387071
4.358,-101.28458,-23.026379
4.36,-100.77621,-26.027352
4.362,-100.66952,-24.865456
4.364,-101.78339,-28.202213
4.366,-99.008503,-27.852227
4.368,-100.25592,-28.359828
4.37,-100.76512,-30.778281
4.372,-99.733126,-32.79158
4.374,-98.963456,-31.904057
4.376,-99.364464,-32.520645
4.378,-100.17954,-35.115755
4.38,-98.460904,-35.747548
4.382,-100.78107,-36.394829
4.384,-96.354096,-36.80633
4.386,-98.21518,-38.800145
4.388,-96.861613,-37.411938
4.39,-96.336104,-40.692162
4.392,-94.034796,-40.265796
4.394,-94.77272,-42.851468
4.396,-90.846457,-42.232936
4.398,-92.100738,-44.015709
4.4,-92.131945,-44.842107
4.402,-90.569611,-45.904811
4.404,-89.736934,-46.331065
4.406,-88.470776,-48.108391
4.408,-87.915418,-47.848192
4.41,-84.613749,-46.659841
4.412,-84.834495,-49.221271
4.414,-82.322372,-49.980129
4.416,-82.603638,-50.936475
4.418,-81.394041,-50.682171
4.42,-78.618231,-49.628173
4.422,-77.372582,-51.99081
4.424,-74.270379,-51.745471
4.426,-72.831001,-51.631076
4.428,-73.069222,-52.369816
4.43,-70.018704,-51.484486
4.432,-69.677004,-52.082555
4.434,-65.868405,-53.936656
4.436,-63.397289,-54.140944
4.438,-64.004739,-52.83975
4.44,-61.038297,-52.520017
4.442,-57.395617,-55.211592
4.444,-58.066249,-54.123151
4.446,-54.111443,-52.188523
4.448,-51.958855,-53.008585
4.45,-51.028097,-55.500901
4.452,-47.312249,-54.363
4.454,-47.113485,-50.703546
4.456,-43.620704,-52.921055
4.458,-41.788607,-51.942263
4.46,-38.216078,-55.152284
4.462,-38.626842,-53.092888
4.464,-35.879945,-54.732014
4.466,-30.787802,-52.082044
4.468,-31.237377,-50.809223
4.47,-28.497265,-51.527991
4.472,-25.559766,-52.439934
4.474,-23.247173,-50.315847
4.476,-20.85213,-49.244531
4.478,-16.622763,-49.447626
4.48,-14.611493,-47.795744
4.482,-11.803192,-48.416158
4.484,-10.901499,-47.544703
4.486,-6.9696821,-47.38263
4.488,-4.306347,-45.842646
4.49,-1.754006,-46.007551
4.492,-1.026448,-45.945801
4.494,2.4327509,-45.171175
4.496,6.5523225,-43.882841
4.498,6.5625044,-42.72465
4.5,9.9671327,-41.889778
4.502,14.108817,-42.015927
4.504,14.490671,-40.769109
4.506,17.476287,-40.024444
4.508,18.808105,-38.650161
4.51,22.771657,-38.019579
4.512,25.112207,-36.09458
4.514,26.726366,-35.376973
4.516,30.105075,-36.1825
4.518,32.16416,-34.997527
4.52,33.743344,-33.484702
4.522,36.258289,-32.887365
4.524,37.193935,-30.254514
4.526,41.265137,-29.762953
4.528,44.962139,-27.377276
4.53,46.246508,-27.546834
4.532,48.280081,-25.897269
4.534,51.47726,-24.186811
4.536,51.289008,-24.021681
4.538,55.676006,-22.752621
4.54,58.283849,-21.81334
4.542,58.223969,-19.351209
4.544,60.588126,-18.689609
4.546,63.077158,-17.170502
4.548,63.801574,-16.269545
4.55,64.632035,-14.595695
4.552,68.421317,-14.485966
4.554,68.152488,-11.537272
4.556,72.011473,-11.146619
4.558,73.535913,-8.9490064
4.56,73.86413,-8.9608309
4.562,75.639473,-6.9440561
4.564,78.659835,-5.4130615
4.566,79.999072,-4.8278868
4.568,82.087138,-2.3675508
4.57,84.144433,-1.063539
4.572,84.876624,-2.3149393
4.574,85.17951,0.7911646
4.576,87.361099,0.97519502
4.578,89.543303,4.8829449
4.58,89.323682,6.3788071
4.582,92.108585,5.8869587
4.584,90.925431,7.5739962
4.586,91.961673,8.943719
4.588,94.617125,10.159738
4.59,94.84149,11.15692
4.592,94.86377,13.578085
4.594,95.931299,16.081122
4.596,96.620708,15.569635
4.598,98.087947,17.895853
4.6,98.565872,17.81982
4.602,98.909637,20.596587
4.604,97.750729,22.201491
4.606,100.31897,20.95952
4.608,99.499898,22.831187
4.61,98.806982,26.60237
4.612,99.460637,25.425496
4.614,100.70557,26.107626
4.616,101.81166,28.382649
4.618,99.866896,28.761258
4.62,100.87,30.081338
4.622,97.925951,31.009852
4.624,99.511276,32.783317
4.626,99.036102,34.110438
4.628,99.993887,32.734363
4.63,97.864985,35.863292
4.632,99.023564,34.450766
4.634,99.092662,38.587268
4.636,96.028834,39.773038
4.638,97.357477,40.196749
4.64,98.251351,39.45267
4.642,93.641334,40.728945
4.644,94.50808,42.370051
4.646,93.832684,43.1035
4.648,93.939819,42.765957
4.65,91.25051,44.522352
4.652,91.584495,45.360668
4.654,89.758753,46.139275
4.656,87.143029,45.491313
4.658,87.196562,46.501841
4.66,86.017923,48.622812
4.662,85.012499,47.164413
4.664,82.904801,49.780651
4.666,83.592295,49.55686
4.668,82.00622,51.202637
4.67,80.415475,51.502704
4.672,78.812136,51.720002
4.674,75.676226,51.523665
4.676,73.709946,53.818369
4.678,73.299698,51.959784
4.68,71.809826,53.501364
4.682,67.21574,54.268501
4.684,68.932952,53.722397
4.686,64.912691,55.866709
4.688,62.800024,54.732913
4.69,61.306825,53.256143
4.692,59.794468,54.913065
4.694,55.829469,53.384664
4.696,53.355352,54.399601
4.698,52.00951,52.988593
4.7,51.777215,53.668003
4.702,47.386602,53.979037
4.704,43.681669,54.398771
4.706,45.309833,54.240475
4.708,42.122347,53.479997
4.71,38.900093,53.476144
4.712,37.590277,52.448939
4.714,34.215565,52.734382
4.716,32.060188,52.057942
4.718,30.11746,51.311696
4.72,27.163866,51.074655
4.722,28.270178,52.047945
4.724,22.693247,50.799099
4.726,20.819282,50.789428
4.728,17.890265,50.149322
4.73,16.198638,49.707467
4.732,14.32554,49.99919
4.734,10.383068,45.813854
4.736,8.2159209,46.914629
4.738,7.1283425,48.977351
4.74,3.8198427,47.035617
4.742,0.54446213,46.103631
4.744,-2.9695287,44.31981
4.746,-5.7206184,44.237373
4.748,-7.7822668,42.721038
4.75,-12.060812,42.70946
4.752,-11.01365,42.151603
4.754,-15.91359,41.394474
4.756,-16.592038,39.377195
4.758,-20.025837,39.329722
4.76,-23.655653,39.900449
4.762,-23.970964,36.142391
4.764,-28.418206,35.530479
4.766,-29.193317,35.276412
4.768,-32.590466,33.484341
4.77,-35.571595,32.729413
4.772,-36.647715,32.011191
4.774,-38.76138,31.088307
4.776,-44.745129,29.113594
4.778,-43.668353,28.577101
4.78,-47.667373,28.029549
4.782,-49.594162,27.310184
4.784,-50.769435,24.497966
4.786,-52.594666,23.258426
4.788,-54.657499,21.556938
4.79,-56.454108,21.034959
4.792,-59.628566,18.641816
4.794,-60.01972,16.438468
4.796,-63.058798,18.318779
4.798,-63.822991,16.954658
4.8,-64.982051,15.67523
4.802,-68.958411,13.943139
4.804,-70.423163,12.038627
4.806,-70.849516,10.470079
4.808,-73.988549,9.7001661
4.81,-76.510861,9.7253948
4.812,-76.008122,6.9214979
4.814,-79.274516,5.1434065
4.816,-80.384869,3.5217556
4.818,-81.103901,3.0390398
4.82,-82.37478,-0.44314307
4.822,-83.779001,-0.006293007
4.824,-85.236003,-1.9557767
4.826,-83.513884,-2.7872858
4.828,-88.247833,-4.1163552
4.83,-89.047995,-4.9263588
4.832,-90.107967,-7.1636596
4.834,-90.424907,-8.0538896
4.836,-91.577255,-8.5094085
4.838,-95.131707,-10.295933
4.84,-95.226528,-12.140596
4.842,-94.882784,-13.698321
4.844,-95.475862,-13.975586
4.846,-96.364531,-16.777645
4.848,-96.263047,-14.874631
4.85,-98.757822,-18.823879
4.852,-99.041149,-20.652649
4.854,-98.235489,-22.012974
4.856,-97.940734,-21.519115
4.858,-97.377842,-23.217833
4.86,-99.998613,-26.322953
4.862,-99.833863,-25.817887
4.864,-100.27982,-27.505595
4.866,-99.075586,-29.156438
4.868,-98.968168,-31.353009
4.87,-99.180514,-30.444636
4.872,-99.48922,-32.598467
4.874,-99.445178,-34.053219
4.876,-100.67619,-32.497694
4.878,-100.20305,-33.981846
4.88,-99.445857,-34.085141
4.882,-98.320108,-37.703971
4.884,-97.723864,-37.931679
4.886,-96.391506,-37.686656
4.888,-96.29112,-38.797784
4.89,-97.490494,-40.242184
4.892,-94.945302,-40.476942
4.894,-93.966719,-42.192029
4.896,-93.384039,-43.589966
4.898,-92.406634,-42.922002
4.9,-91.745019,-44.891833
4.902,-90.060827,-46.732256
4.904,-88.643227,-45.679219
4.906,-88.087125,-46.257997
4.908,-87.37049,-47.780201
4.91,-83.709416,-50.329311
4.912,-83.981974,-51.922512
4.914,-83.184755,-47.948122
4.916,-82.84677,-51.029702
4.918,-80.556775,-50.384363
4.92,-78.323772,-50.986845
4.922,-77.713356,-49.686059
4.924,-75.789503,-49.94921
4.926,-74.791187,-50.711922
4.928,-74.493483,-52.893895
4.93,-70.358152,-51.449354
4.932,-67.87597,-52.309182
4.934,-68.205321,-53.922185
4.936,-66.116052,-53.756478
4.938,-60.937569,-52.363748
4.94,-61.032165,-53.762523
4.942,-57.694939,-52.873078
4.944,-55.574906,-53.439977
4.946,-53.220902,-52.30094
4.948,-52.160025,-53.194287
4.95,-49.499865,-54.511902
4.952,-49.029228,-53.543626
4.954,-45.225672,-53.893822
4.956,-45.153402,-52.823305
4.958,-41.146601,-53.053756
4.96,-37.734129,-51.787683
4.962,-36.454774,-51.771389
4.964,-34.408204,-52.319273
4.966,-33.451587,-52.917842
4.968,-28.683059,-51.195058
4.97,-27.183307,-50.258487
4.972,-25.454187,-50.069509
4.974,-22.663753,-51.272971
4.976,-17.791235,-52.001891
4.978,-14.344725,-50.282321
4.98,-16.307804,-47.447082
4.982,-13.147587,-46.896373
4.984,-9.9623744,-46.336081
4.986,-7.1045301,-46.661788
4.988,-5.3223203,-47.621115
4.99,-2.7994619,-47.45465
4.992,0.10303494,-44.749883
4.994,2.7514626,-44.137328
4.996,7.4735453,-43.412528
4.998,6.3986772,-42.255994
5,9.5006314,-40.541104
5.002,10.928063,-42.91221
5.004,14.863395,-40.440291
5.006,19.616174,-40.108379
5.008,20.136685,-38.189508
5.01,22.678543,-37.590853
5.012,27.010648,-36.483846
5.014,25.829907,-34.946009
5.016,29.860899,-33.919315
5.018,31.603789,-32.379226
5.02,34.910003,-32.45479
5.022,35.348319,-32.166703
5.024,39.917682,-32.357583
5.026,42.739122,-30.664445
5.028,43.162123,-28.277854
5.03,44.933596,-24.915672
5.032,49.600365,-25.96392
5.034,50.458894,-23.702287
5.036,53.518714,-21.721113
5.038,54.707436,-20.965445
5.04,56.216778,-21.762433
5.042,58.973882,-20.274633
5.044,60.205688,-16.060557
5.046,63.137889,-18.00403
5.048,66.064391,-13.843658
5.05,64.96501,-13.923177
5.052,69.04717,-12.229369
5.054,71.937553,-11.568905
5.056,73.687405,-8.8384818
5.058,76.116015,-9.5633064
5.06,74.91634,-8.197631
5.062,77.472531,-8.4271947
5.064,78.620407,-5.1360148
5.066,78.69896,-4.2732658
5.068,83.535654,-1.2565689
5.07,83.788304,-0.14370339
5.072,85.414891,-1.5496762
5.074,84.548849,-0.26648019
5.076,87.075955,2.7672652
5.078,87.295207,4.093671
5.08,90.491097,3.8296919
5.082,89.329815,7.2251412
5.084,93.435719,9.5113427
5.086,92.287061,8.0258165
5.088,92.451504,12.92173
5.09,95.710689,12.94356
5.092,95.496695,14.518437
5.094,94.968819,15.044047
5.096,95.35779,14.720454
5.098,100.0884,16.890654
5.1,98.242409,17.586971
5.102,97.498705,19.825521
5.104,99.057464,20.326936
5.106,99.731535,21.739857
5.108,97.662779,23.434487
5.11,100.6732,24.775221
5.112,99.484633,24.233294
5.114,99.673505,26.295935
5.116,99.883001,29.687265
5.118,98.657739,29.296401
5.12,98.429027,30.337146
5.122,98.160198,31.041142
5.124,99.128503,31.460085
5.126,99.515133,33.517876
5.128,97.641056,36.172147
5.13,99.210262,35.774551
5.132,95.519986,35.222727
5.134,96.851949,39.276463
5.136,97.358119,39.604197
5.138,98.177816,41.080687
5.14,95.463642,38.406443
5.142,94.064712,41.254872
5.144,93.577735,43.707898
5.146,95.023506,41.814359
5.148,92.822662,42.421522
5.15,91.959882,43.87364
5.152,90.882934,45.493896
5.154,88.901095,46.88414
5.156,88.962196,46.765705
5.158,87.16777,47.099554
5.16,84.382546,48.679045
5.162,84.107727,47.920418
5.164,83.235551,52.179777
5.166,81.633812,48.893738
5.168,78.741286,51.965236
5.17,78.785453,49.94157
5.172,76.736232,50.685018
5.174,76.789113,50.397273
5.176,73.116722,52.163295
5.178,70.792677,51.508426
5.18,69.863702,53.510445
5.182,70.264578,54.127499
5.184,66.761455,52.240675
5.186,65.019908,53.68477
5.188,63.628356,53.348212
5.19,61.454208,53.647816
5.192,57.854688,53.335882
5.194,55.292866,53.519873
5.196,54.051671,53.293342
5.198,53.637877,55.760815
5.2,51.974518,54.00539
5.202,48.344102,52.078386
5.204,46.032072,53.962739
5.206,44.349983,51.824587
5.208,42.584348,54.090886
5.21,39.309076,52.976173
5.212,38.087504,53.360133
5.214,34.817788,53.142529
5.216,32.922092,52.18604
5.218,31.269064,51.345765
5.22,28.474693,52.881513
5.222,23.937044,52.055979
5.224,22.077105,49.18277
5.226,19.315185,50.160228
5.228,18.615033,48.861315
5.23,14.000948,49.447883
5.232,12.708349,49.246425
5.234,10.877663,48.561316
5.236,9.002467,48.324067
5.238,5.7982499,45.803118
5.24,2.1069291,46.719971
5.242,-0.75534562,45.384698
5.244,-1.7469279,44.515521
5.246,-5.8234354,44.696541
5.248,-6.5660065,42.545244
5.25,-10.477122,41.762741
5.252,-13.11073,40.678586
5.254,-16.78627,40.937473
5.256,-15.909411,39.413825
5.258,-20.917658,39.247323
5.26,-23.371788,36.79231
5.262,-25.23373,36.397309
5.264,-27.337691,35.428722
5.266,-31.620188,33.907279
5.268,-30.022792,33.969563
5.27,-34.529323,33.297642
5.272,-35.628964,32.319414
5.274,-38.125432,29.649032
5.276,-39.781368,29.237207
5.278,-43.572187,27.708503
5.28,-46.151106,27.752003
5.282,-49.265594,26.669853
5.284,-51.282964,24.966512
5.286,-53.195188,24.080877
5.288,-55.279744,22.952721
5.29,-57.686193,20.407029
5.292,-60.158693,20.000936
5.294,-61.078071,18.853325
5.296,-62.360022,17.032324
5.298,-65.228571,16.950323
5.3,-66.860424,13.707898
5.302,-68.605634,15.493037
5.304,-71.253481,12.847229
5.306,-72.634216,10.45447
5.308,-73.047138,9.5361397
5.31,-74.958882,9.79802
5.312,-76.268786,6.5551345
5.314,-79.577229,6.4378921
5.316,-79.72217,4.2243236
5.318,-81.181961,2.4708397
5.32,-82.381409,-0.64961508
5.322,-85.126377,-0.19361097
5.324,-86.956277,-0.85135745
5.326,-87.436437,-5.5783252
5.328,-88.253564,-4.2889822
5.33,-89.155633,-5.1070885
5.332,-88.980701,-5.5587656
5.334,-91.375491,-7.7700332
5.336,-94.09395,-8.682682
5.338,-93.188761,-10.122566
5.34,-94.711417,-9.9890761
5.342,-95.211439,-13.244709
5.344,-94.936411,-14.38984
5.346,-95.308322,-17.222701
5.348,-98.015656,-17.25981
5.35,-98.666499,-18.888368
5.352,-97.370881,-19.508213
5.354,-100.42611,-20.864272
5.356,-99.560575,-22.834884
5.358,-98.577587,-25.131595
5.36,-98.491032,-26.98105
5.362,-99.722319,-26.4277
5.364,-99.376851,-26.532211
5.366,-98.988274,-27.561271
5.368,-101.8115,-30.320822
5.37,-99.461962,-31.945863
5.372,-100.23424,-31.757115
5.374,-99.801222,-34.878554
5.376,-98.156168,-33.413391
5.378,-100.27799,-35.389214
5.38,-101.16683,-36.351103
5.382,-97.643538,-38.273324
5.384,-96.986126,-35.593295
5.386,-97.941636,-38.488311
5.388,-95.733669,-39.438562
5.39,-96.218473,-38.729957
5.392,-95.524994,-41.330082
5.394,-93.77596,-42.47318
5.396,-94.741475,-41.751479
5.398,-90.671189,-44.941697
5.4,-91.279906,-44.363949
5.402,-88.682434,-44.68311
5.404,-89.731799,-45.580834
5.406,-88.596666,-45.892924
5.408,-87.420708,-48.463219
5.41,-86.592774,-48.560398
5.412,-82.852199,-49.008175
5.414,-84.097362,-46.731449
5.416,-80.354995,-49.346309
5.418,-79.513026,-50.019738
5.42,-79.991076,-49.62268
5.422,-75.923896,-50.450918
5.424,-74.069645,-51.236417
5.426,-74.214086,-50.363622
5.428,-73.51431,-52.882442
5.43,-69.003536,-51.667136
5.432,-69.984464,-53.481366
5.434,-68.581538,-53.759258
5.436,-64.972321,-52.771526
5.438,-61.631426,-54.229652
5.44,-62.906115,-51.944041
5.442,-58.291329,-54.307349
5.444,-56.258749,-53.692629
5.446,-54.045112,-54.269965
5.448,-52.681079,-55.539394
5.45,-50.205229,-54.265427
5.452,-46.618944,-52.759922
5.454,-47.923363,-55.174531
5.456,-44.30466,-53.735927
5.458,-40.93478,-50.50572
5.46,-38.06993,-52.342599
5.462,-36.400061,-52.483408
5.464,-34.573593,-53.399005
5.466,-31.181151,-52.281756
5.468,-29.734229,-52.102858
5.47,-27.062613,-50.493665
5.472,-25.014983,-51.479063
5.474,-23.50567,-51.445484
5.476,-20.447856,-50.089754
5.478,-18.926834,-49.990952
5.48,-15.364215,-47.512899
5.482,-13.734199,-49.587334
5.484,-11.439275,-48.661018
5.486,-5.7082127,-46.771584
5.488,-5.6050113,-45.324359
5.49,-3.0971977,-45.688221
5.492,0.33934808,-45.053045
5.494,4.1942257,-45.714912
5.496,3.6338334,-44.186574
5.498,8.5290192,-42.17065
5.5,12.512058,-42.763886
5.502,13.365543,-40.410001
5.504,15.982828,-39.905309
5.506,18.105378,-38.670933
5.508,20.508913,-38.324807
5.51,22.053482,-39.14613
5.512,23.672339,-37.431119
5.514,27.22086,-35.793274
5.516,28.028627,-34.834388
5.518,31.169768,-32.874036
5.52,34.745765,-33.608196
5.522,37.127317,-31.872604
5.524,39.973906,-31.887089
5.526,41.124324,-28.888345
5.528,43.915278,-28.034512
5.53,44.706465,-27.795031
5.532,49.496057,-25.056747
5.534,50.778745,-23.183215
5.536,53.866277,-23.265927
